date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:02:21	53021/53021	---M--	200	added ('OK')	image/jpeg	etag:%222ee2177-cf1d-5586fc73fe461%22	http://themesground.com/bigshop/V2/assets/images/banners/LHS-banner.jpg	C:/Users/Suvro%20Datta/Desktop/bigshop/themesground.com/bigshop/V2/assets/images/banners/LHS-banner.jpg	(from http://themesground.com/bigshop/V2/)
08:02:22	108938/108938	---M--	200	added ('OK')	image/png	etag:%222f01762-1a98a-5586fceca31ff%22	http://themesground.com/bigshop/V2/assets/images/testimonials/member2.png	C:/Users/Suvro%20Datta/Desktop/bigshop/themesground.com/bigshop/V2/assets/images/testimonials/member2.png	(from http://themesground.com/bigshop/V2/)
08:02:32	71376/71376	---M--	200	added ('OK')	image/jpeg	etag:%222ee21b5-116d0-5586fcd178233%22	http://themesground.com/bigshop/V2/assets/images/products/p4.jpg	C:/Users/Suvro%20Datta/Desktop/bigshop/themesground.com/bigshop/V2/assets/images/products/p4.jpg	(from http://themesground.com/bigshop/V2/)
08:02:36	148890/148890	---M--	200	added ('OK')	image/jpeg	etag:%222ee21a8-2459a-5586fcb60947a%22	http://themesground.com/bigshop/V2/assets/images/products/p20.jpg	C:/Users/Suvro%20Datta/Desktop/bigshop/themesground.com/bigshop/V2/assets/images/products/p20.jpg	(from http://themesground.com/bigshop/V2/)
08:02:41	118537/118537	---M--	200	added ('OK')	image/jpeg	etag:%222ee21a7-1cf09-5586fcb2f0524%22	http://themesground.com/bigshop/V2/assets/images/products/p2.jpg	C:/Users/Suvro%20Datta/Desktop/bigshop/themesground.com/bigshop/V2/assets/images/products/p2.jpg	(from http://themesground.com/bigshop/V2/)
08:02:46	209155/209155	---M--	200	added ('OK')	image/jpeg	etag:%222ee219f-33103-5586fca23fac0%22	http://themesground.com/bigshop/V2/assets/images/products/p12.jpg	C:/Users/Suvro%20Datta/Desktop/bigshop/themesground.com/bigshop/V2/assets/images/products/p12.jpg	(from http://themesground.com/bigshop/V2/)
08:02:55	140673/140673	---M--	200	added ('OK')	image/jpeg	etag:%222ee21b6-22581-5586fcd6b3b83%22	http://themesground.com/bigshop/V2/assets/images/products/p5.jpg	C:/Users/Suvro%20Datta/Desktop/bigshop/themesground.com/bigshop/V2/assets/images/products/p5.jpg	(from http://themesground.com/bigshop/V2/)
08:03:07	196334/196334	---M--	200	added ('OK')	image/jpeg	etag:%222ee21b7-2feee-5586fcda09f4e%22	http://themesground.com/bigshop/V2/assets/images/products/p6.jpg	C:/Users/Suvro%20Datta/Desktop/bigshop/themesground.com/bigshop/V2/assets/images/products/p6.jpg	(from http://themesground.com/bigshop/V2/)
08:03:12	192688/192688	---M--	200	added ('OK')	image/jpeg	etag:%222ee21b8-2f0b0-5586fcdddbf89%22	http://themesground.com/bigshop/V2/assets/images/products/p7.jpg	C:/Users/Suvro%20Datta/Desktop/bigshop/themesground.com/bigshop/V2/assets/images/products/p7.jpg	(from http://themesground.com/bigshop/V2/)
08:03:19	208323/208323	---M--	200	added ('OK')	image/jpeg	etag:%222ee21b9-32dc3-5586fce1e8172%22	http://themesground.com/bigshop/V2/assets/images/products/p8.jpg	C:/Users/Suvro%20Datta/Desktop/bigshop/themesground.com/bigshop/V2/assets/images/products/p8.jpg	(from http://themesground.com/bigshop/V2/)
08:03:21	81116/81116	---M--	200	added ('OK')	image/jpeg	etag:%222ee219d-13cdc-5586fc9a614b4%22	http://themesground.com/bigshop/V2/assets/images/products/p10.jpg	C:/Users/Suvro%20Datta/Desktop/bigshop/themesground.com/bigshop/V2/assets/images/products/p10.jpg	(from http://themesground.com/bigshop/V2/)
08:03:25	183979/183979	---M--	200	added ('OK')	image/jpeg	etag:%222ee21ba-2ceab-5586fce4cb953%22	http://themesground.com/bigshop/V2/assets/images/products/p9.jpg	C:/Users/Suvro%20Datta/Desktop/bigshop/themesground.com/bigshop/V2/assets/images/products/p9.jpg	(from http://themesground.com/bigshop/V2/)
08:03:25	42/42	---M--	200	added ('OK')	image/gif	etag:%222ee214b-2a-5586fc5bb7445%22	http://themesground.com/bigshop/V2/assets/images/blank.gif	C:/Users/Suvro%20Datta/Desktop/bigshop/themesground.com/bigshop/V2/assets/images/blank.gif	(from http://themesground.com/bigshop/V2/)
08:03:26	43034/43034	---M--	200	added ('OK')	image/jpeg	etag:%222ee2175-a81a-5586fc6ff4988%22	http://themesground.com/bigshop/V2/assets/images/banners/home-banner1.jpg	C:/Users/Suvro%20Datta/Desktop/bigshop/themesground.com/bigshop/V2/assets/images/banners/home-banner1.jpg	(from http://themesground.com/bigshop/V2/)
